N3.2.1.4.13.39.2,48° 17' S,127° 10' W
N3.2.1.4.13.40.4,47° 51' S,122° 12' W
N3.2.1.4.13.40.8,48° 22' S,121° 29' W
N3.2.1.4.13.40.12,50° 5' S,119.5° W
N3.2.1.4.13.41.2,53° 0' S,118° 3' W
N3.2.1.4.13.41.8,56° 4' S,122° 1' W
N3.2.1.4.13.41.14,56° 48' S,119° 8' W
N3.2.1.4.13.41.18,61° 9' S,116° 7' W
N3.2.1.4.13.41.26,62° 34' S,116° 24' W
N3.2.1.4.13.42.2,62° 5' S,112° 24' W
N3.2.1.4.13.43.4,62° 22' S,110° 24' W
N3.2.1.4.13.43.10,63° 20' S,108° 7' W
N3.2.1.4.13.43.16,65° 24' S,109° 31' W
N3.2.1.4.13.43.22,65° 44' S,109° 31' W
N3.2.1.4.13.43.24,66° 20' S,109° 31' W
N3.2.1.4.13.44.2,69° 38' S,108° 12' W
N3.2.1.4.13.45.6,69° 45' S,108° 5' W
N3.2.1.4.13.45.12,70° 23' S,24° 31' E
N3.2.1.4.13.48.4,71° 10' S,106° 54' W
N3.2.1.4.13.51.4,65° 42' S,99° 44' W
N3.2.1.4.13.54.2,50° 14' S,95° 18' W
N3.2.1.4.13.55.4,49° 32' S,95° 11' W
N3.2.1.4.13.56.6,43° 53' S
N3.2.1.4.13.57.4,39° 58' S,94° 37' W
N3.2.1.4.13.58.4,37° 54' S
N3.2.1.4.13.59.4,36° 10' S,94° 56' W
N3.2.1.4.13.59.8,37° 52' S,101° 10' W
N3.2.1.4.13.60.2,38° S,111° W
N3.2.1.4.13.62.2,33° 7' S,102° 33' W
N3.2.1.4.13.63.2,30° 30' S,101° 45' W
N3.2.1.4.13.63.6,29° 44' S,100° 45' W
N3.2.1.4.13.65.4,27° 4' S,103° 58' W
N3.2.1.4.15.9.2,27° 5' 30" S,109° 46' 20" W
N3.2.1.4.16.8.2,19° 20' S,114° 49' W
N3.2.1.4.16.8.8,15° 7' S,119° 45' W
N3.2.1.4.16.9.2,10° 20' S,123° 58' W
N3.2.1.4.16.9.6,9° 24' S
N3.2.1.4.16.11.4,9° 32' S,132° 45' W
N3.2.1.4.16.12.4,9° 20' S,138° 14' W
N3.2.1.4.17.8.2,9° 26' S,138° 50' W
N3.2.1.4.17.8.4,10° 25' S,138° 50' W
N3.2.1.4.17.9.2,9° 55' 30" S,139° 8' 40" W
N3.2.1.4.18.9.2,14° 27' 30" S,144° 56' W
N3.2.1.4.18.10.4,14° 37' S,145° 10' W
N3.2.1.4.18.12.2,15° 26' S,146° 20' W
N3.2.1.4.18.12.8,15° 47' S,170° W
N3.2.1.4.18.13.2,20° S,150° W
N3.2.1.5.3.4.4,16° 46' S,154° 8' W
N3.2.1.5.3.5.2,18° 4' S,163° 10' W
N3.2.1.5.3.6.8,18° 50' S,168° 52, W
N3.2.1.5.3.8.2,19° 1' S,169° 37' W
N3.2.1.5.3.10.4,20° 23' S,174° 6' W
N3.2.1.5.4.16.2,20° 15' S,174° 31' W
N3.2.1.5.4.16.6,15° 53' S
N3.2.1.5.5.4.6,19° 48' S,178° 21' W
N3.2.1.5.5.6.2,20° 20' S,176° 8' E
N3.2.1.5.5.7.4,15° 9' S,171° 16' E
N3.2.1.5.5.8.4,15° 1' 30" S,168° 14' E
N3.2.1.5.5.10.4,16° 17' S
N3.2.1.5.5.25.2,16° 25' 20" S,167° 57' 23" E
N3.2.1.5.6.7.4,17° 18' 30" S,45' E
N3.2.1.5.6.8.4,17° 31' S
N3.2.1.5.6.10.4,18° 1' S,1° 23' E
N3.2.1.5.6.13.4,18° 45' S
N3.2.1.5.6.20.6,18° 43' S,169° '28' E
N3.2.1.5.8.16.2,19° 32' 25.5" S,169° 44' 35" E
N3.2.1.5.9.4.4,20° 33' 30" S
N3.2.1.5.9.4.16,16° 29' S
N3.2.1.5.9.6.4,16° 22' 30" S
N3.2.1.5.9.8.4,15° 23' S
N3.2.1.5.9.11.4,14° 55' 30" S,167° 3' E
N3.2.1.5.9.13.4,15° 5' S
N3.2.1.5.9.18.2,14° 56' S,179° 30' E
N3.2.1.5.9.18.6,14° 38.75' S,166° 49.5' E
N3.2.1.5.9.21.4,15° 45' S
N3.2.1.5.9.22.2,15° 40' S,165° 59' E
N3.2.1.5.9.24.2,14° 29' S,166° 41' E
N3.2.1.5.9.24.4,20° 4' S,166° 41' E
N3.2.1.5.9.25.2,14° 29' S,166° 41' E
N3.2.1.5.9.28.2,15° 48' S
N3.2.1.5.9.29.2,15° 22' S
N3.2.1.5.9.30.6,14° 51.5' S
N3.2.1.5.9.30.8,17° 53.5' S
N3.2.1.5.9.40.2,18° 54' S,169° 19' E
N3.2.1.5.9.42.2,20° 3' S,170° 4' E
N3.2.1.5.10.4.2,18° 22' S,165° 26' E
N3.2.1.5.10.4.6,19° 14' S,165° E
N3.2.1.5.10.4.10,19° 49' S,164° 53' E
N3.2.1.5.10.13.2,20° 17' 39" S,164° 41' 21" E
N3.2.1.5.12.5.4,19° 28' S,longitude from Observatory Isle 27' W
N3.2.1.5.12.5.13,19° 25' S
N3.2.1.5.12.6.2,19° 7' S,163° 57' E
N3.2.1.5.12.8.4,19° 35' S
N3.2.1.5.12.9.4,19° 54' S,longitude made from Observatory Isle 1° 8' E
N3.2.1.5.12.9.12,20° 41' S,longitude made from Observatory Isle 1° 8' E
N3.2.1.5.12.11.6,22° 2' S,167° 7' 1/2 E
N3.2.1.5.12.12.2,22° 16' S,167° 14' E
N3.2.1.5.12.12.10,21° 59' 30" S
N3.2.1.5.12.14.4,22° 16' S,167° 40' E
N3.2.1.5.12.14.6,22° 38' S,167° 40' E
N3.2.1.5.12.15.4,22° 44' 36" S
N3.2.1.5.12.18.2,22° 29' S,166° 57' E
N3.2.1.5.12.26.4,23° 18' S,1° 54' E
N3.2.1.5.12.26.12,23° 18' S,169° 49' E
N3.2.1.5.12.28.2,19° 37' S,163° 37' E
N3.2.1.5.12.28.4,22° 30' S,163° 37' E
N3.2.1.5.12.29.2,15° S,228° 10′ W
N3.2.1.5.12.29.4,15° S,228° 10′ W
N3.2.1.5.13.4.4,27° 50' S,171° 43' E
N3.2.1.5.13.5.4,28° 25' S,170° 26' E
N3.2.1.5.13.6.2,29° 2' 30" S,168° 16' E
N3.2.1.5.13.15.4,39° 24' S
N3.2.1.5.13.45.4,41° 5' 50.5" S,184° 54' 30" W
N3.2.1.6.3.6.4,43° 13.5' S,176° 41' E
N3.2.1.6.3.7.4,44° 25' S,177° 31' E
N3.2.1.6.3.8.4,45° 54' S,179° 29' E
N3.2.1.6.3.9.4,47° 30' S,178° 19' W
N3.2.1.6.3.9.14,49° 33' S,175° 31' W
N3.2.1.6.3.10.4,51° 12' S,173° 17' W
N3.2.1.6.3.10.8,51° 47' S,172° 21' W
N3.2.1.6.3.10.12,52° 25' S,170° 45' W
N3.2.1.6.3.11.4,53° 43' S,166° 15' W
N3.2.1.6.3.12.4,54° 8' S,162° 18' W
N3.2.1.6.3.13.4,55° 31' S,160° 29' W
N3.2.1.6.3.14.4,55° 48' S,156° 56' W
N3.2.1.6.3.15.2,55° 46' S,156° 13' W
N3.2.1.6.3.16.4,55° 38' S,153° 37' W
N3.2.1.6.3.16.8,55° 8' S,24° 3' E
N3.2.1.6.3.17.4,55° 6' S,138° 56' W
N3.2.1.6.3.19.4,55° 20' S,31° 30' E
N3.2.1.6.3.20.6,55° 32' S,128° 45' W
N3.2.1.6.3.22.4,55° 41' S,127° 5' W
N3.2.1.6.3.23.2,55° 17' S,125° 41' W
N3.2.1.6.3.23.6,53° 31' S,121° 31' W
N3.2.1.6.3.23.10,53° 13' S,119° 46' W
N3.2.1.6.3.23.16,53° 8' S,115° 58' W
N3.2.1.6.3.25.2,53° 13' S,119° 46' W
N3.2.1.6.3.25.6,58° 16' S,109° 33' W
N3.2.1.6.3.26.4,53° 37' S,72° 10' E
N3.2.1.6.3.27.4,54° S,102° 7' W
N3.2.1.6.3.27.10,53° 35' S,95° 52' W
N3.2.1.6.3.28.2,53° 25' S,87° 53' W
N3.2.1.6.3.28.10,53° 30' S,82° 23' W
N3.2.1.6.3.28.14,53° 25' S,87° 53' W
N3.2.1.6.3.29.2,53° 25' S,87° 53' W
N3.2.1.6.3.29.8,53° 16' S,75° 9' W
N3.2.1.6.3.29.20,53° 21' S
N3.2.1.6.3.32.2,50° S
N3.2.1.6.3.32.4,55° S
N3.2.1.6.3.36.8,53° S,95° E
N3.2.1.6.3.37.6,54° 13' S
N3.2.1.6.3.38.4,54° 30' S,73° 33' W
N3.2.1.6.3.40.4,54° 55' S,72° 12' W
N3.2.1.6.3.41.4,55° 20' S,31° 30' E
N3.2.1.6.3.43.2,55° 26' S,70° 25' W
N3.2.1.6.3.44.4,55° 39' 30" S
N3.2.1.6.4.21.2,55° 27' S,70° 16' W
N3.2.1.6.5.6.4,55° 53' S,69° 41' W
N3.2.1.6.5.7.2,55° 39' S,178° 53' W
N3.2.1.6.5.9.4,55° 58' S,68° 13' W
N3.2.1.6.5.18.4,54° 40' 5" S
N3.2.1.6.5.19.6,54° 46' S,63° 47' W
N3.2.1.6.7.5.4,57° 9' S,57° 45' W
N3.2.1.6.7.5.8,57° 21' S,57° 45' W
N3.2.1.6.7.6.4,58° 9' S,53° 14' W
N3.2.1.6.7.7.2,56° 4' S,122° 1' W
N3.2.1.6.7.7.10,55° 4' S,51° 43' W
N3.2.1.6.7.8.4,55° 12' S,50° 15' W
N3.2.1.6.7.8.12,54° 35' S,47° 56' W
N3.2.1.6.7.8.16,54° 38' S,45° 10' W
N3.2.1.6.7.9.4,54° 28' S,42° 8' W
N3.2.1.6.7.10.4,55° 7' S
N3.2.1.6.7.11.6,53° 56' 1/2,39° 24' W
N3.2.1.6.7.13.6,54° 25' 1/2,38° 18' W
N3.2.1.6.7.15.2,54° S,102° 7' W
N3.2.1.6.7.26.2,54° 5' S,37° 18' W
N3.2.1.6.7.28.8,54° 30' S,73° 33' W
N3.2.1.6.7.29.4,54° 42' 30" S,11° 12' E
N3.2.1.6.7.32.2,54° S,102° 7' W
N3.2.1.6.7.33.2,54° 57' S,35° 34' W
N3.2.1.6.7.35.2,54° S,102° 7' W
N3.2.1.6.7.40.2,55° S
N3.2.1.6.8.4.2,56° 16' S,32° 9' W
N3.2.1.6.8.5.2,56° 33' S,31° 10' W
N3.2.1.6.8.5.10,57° 38' S
N3.2.1.6.8.5.14,59° 46' S
N3.2.1.6.8.6.2,60° S
N3.2.1.6.8.8.4,60° 4' S,29° 23' W
N3.2.1.6.8.11.6,59° 3O' S,29° 24' W
N3.2.1.6.8.13.2,59° S,92° 30' E
N3.2.1.6.8.13.8,59° 13.5' S,27° 45' W
N3.2.1.6.8.17.4,58° 27' S,26° 44' W
N3.2.1.6.8.19.4,58° 25' S
N3.2.1.6.8.21.4,57° 49' S,26° 44' W
N3.2.1.6.8.22.6,57° 11' S,27° 6' W
N3.2.1.6.8.24.6,56° 44' S,25° 33' W
N3.2.1.6.8.25.4,57° 8' S,80° 59' E
N3.2.1.6.8.26.4,58° 15' S,21° 34' W
N3.2.1.6.8.29.4,58° 24' S,16° 19' W
N3.2.1.6.8.30.2,58° 30' S,15° 14' W
N3.2.1.6.8.31.2,58° 27' S,26° 44' W
N3.2.1.6.8.32.6,58° 15' S,21° 34' W
N3.2.1.6.8.33.4,58° 11' S,7° 55' W
N3.2.1.6.8.34.4,58° 23' S,6° 54' W
N3.2.1.6.8.36.6,57° 50' S,29° 32' E
N3.2.1.6.8.37.4,50° 37' S,4° 11' E
N3.2.1.6.8.38.4,55° 26' S,70° 25' W
N3.2.1.6.8.39.2,54° 20' S,6° 33' E
N3.2.1.6.8.40.4,54° 25' S,8° 46' E
N3.2.1.6.8.41.4,54° 42' S,13° 3' E
N3.2.1.6.8.42.4,54° 30' S,73° 33' W
N3.2.1.6.8.42.10,54° 8' S,162° 18' W
N3.2.1.6.8.43.4,54° 16' S,16° 13' E
N3.2.1.6.8.43.12,54° 24' S,19° 18' E
N3.2.1.6.8.46.4,55° 25' S,23° 22' E
N3.2.1.6.9.6.2,54° S,102° 7' W
N3.2.1.6.9.11.2,41.5° S,26° 31' E
N3.2.1.6.9.11.6,52° 52' S,26° 31' E
N3.2.1.6.9.13.2,46° 44' S,33° 20' E
N3.2.1.6.9.14.4,45° 8' S,30° 50' E
N3.2.1.6.9.15.2,41° 30' S,26° 51' E
N3.2.1.6.9.16.2,40° 40' S,23° 47' E
N3.2.1.6.9.17.6,38° 51' S
N3.2.1.6.9.18.2,38° 38' S,23° 37' E
N3.2.1.6.9.21.4,39° 9' S,22° 38' E
N3.2.1.6.9.22.6,34° 49' S,22° E
N3.2.1.6.10.7.2,38° 21' S,178° 31' E
N3.2.1.6.10.25.2,56° S,140° 31' W
N3.2.1.6.10.26.2,58° S,213°* E
N3.2.1.6.10.26.6,61° S,hundred and twenty-onE
N3.2.1.6.10.29.2,54° S,102° 7' W
N3.2.1.6.10.33.2,54° 4' S,13° E
N3.2.1.6.10.34.2,48° 30' S,58° 7' E
N3.2.1.6.11.10.2,48° S,181°
N3.2.1.6.11.11.2,10° S,178° W
N3.2.1.6.11.11.6,35° S,123° W
N3.2.1.6.11.11.8,41° S
N3.2.1.6.11.13.2,32° S,130° W
N3.2.1.6.11.19.2,27° S,11.5° W
N3.2.1.6.12.11.2,8° S
N3.2.1.6.12.18.4,3° 53' S,32° 34' W
N3.2.1.6.12.21.4,3° 49' N,31° 47' W
N3.2.1.6.12.21.8,5° 47' N,31° W
N3.2.1.6.12.24.2,16° 12' N,37° 20' W
N3.2.1.6.12.24.6,20° N,39° 45' W
N3.2.1.6.12.24.12,21° 21' N,40° 6' W
N3.2.1.6.12.24.18,24° 20' N,40° 47' W
N3.2.1.6.12.25.2,29° 30' N,41° 30' W
N3.2.1.6.12.25.6,36° N,39° W
N3.2.1.6.12.27.2,22° 31.5' N,40° 29' W
N3.2.1.6.12.27.6,36° 45' N,36° 45' W
N3.2.1.6.13.16.1.3.2.1,38° 31' N
N3.2.1.6.13.18.2,0° 33' S,32° 16' W
N3.2.1.6.13.18.7,1° 25' N,31° W
N3.2.1.6.13.18.9,5° N,31° W
N3.2.1.6.13.18.13,26° 44' N,41° W
N3.2.1.6.13.18.17,35° N,40° W
N3.2.1.6.13.18.21,38° 12' N,32.5° W
N3.2.1.2.5.5.5.8,27 deg. N.
N3.2.1.2.5.5.29.3,0° 52' n
N3.2.1.2.5.5.34.6,34° 45' s
N3.2.1.2.5.7.7.6,42° s
N3.2.1.2.5.7.12.8,47° 10' s
N3.2.1.2.5.7.13.6,49° 45' of s
N3.2.1.2.5.7.18.3,51° 5' s
N3.2.1.2.5.7.21.22,54° 55' s
N3.2.1.2.5.7.27.4,61° 36' s
N3.2.1.2.5.7.28.8,67° 15' s
N3.2.1.2.5.7.30.49,48° S.,82° E.
N3.2.1.2.5.7.33.4,46.5° S.,37°, 46.5° E.
N3.2.1.2.5.7.33.6,47.5° S.,37°, 46.5° E.
N3.2.1.2.5.7.34.3,50° s,60° E.
N3.2.1.2.5.7.34.15,48° 36' s,60° E.
N3.2.1.2.5.7.34.19,48° S.,82° E.
N3.2.1.2.5.7.37.4,8 degrees s
N3.2.1.2.5.7.38.4,62 degrees s
N3.2.1.2.5.7.38.8,61°
N3.2.1.2.5.7.38.10,58°of s
N3.2.1.2.5.7.41.3,58 degrees of s
N3.2.1.2.5.7.41.11,50 degrees s
N3.2.1.2.5.8.29.15,46°
N3.2.1.2.5.9.6.12,48° S,181°
N3.2.1.2.5.9.9.3,50°,122° of longitude w
N3.2.1.2.5.9.9.5,54° s,122° of longitude w
N3.2.1.2.5.9.12.9,41° 15' s
N3.2.1.2.5.9.12.13,39° 20' s
N3.2.1.2.5.10.4.14,40 degrees of s
N3.2.1.2.5.10.4.16,50th and 40th degrees of s
N3.2.1.2.5.10.10.8,46° 17' s
N3.2.1.2.5.10.11.34,10.75° S.,158° E.
N3.2.1.2.5.10.15.6,40° S.,90° W.
N3.2.1.2.5.10.15.10,31° s
N3.2.1.2.5.10.15.16,30°,21°
N3.2.1.2.5.10.18.3,19 1/2 deg. of s
N3.2.1.2.5.10.18.7,33° of n
N3.2.1.2.5.10.18.9,50 and 40 deg. s
N3.2.1.2.5.10.20.5,17° 24' S.,141° 39' W.
N3.2.1.2.5.10.20.9,17° 17' s,143° 16' W.
N3.2.1.2.5.10.20.21,17° 5' S.,143° 16' W.
N3.2.1.2.5.10.20.29,17° 4' S.,144° 30' W.
N3.2.1.2.6.4.7.4,19° 8' s,158° 54' w
N3.2.1.2.6.4.7.18,19° 18' s,158° 54' w
N3.2.1.2.6.4.22.8,21° 11'S,175° W
N3.2.1.2.6.4.38.12,22° 26' S.,170° 59' W.
N3.2.1.2.6.5.9.3,40° s
N3.2.1.2.6.5.21.8,51° 25' s
N3.2.1.2.6.5.21.14,41° 5'
N3.2.1.2.6.6.4.4,49° of s,180° W.
N3.2.1.2.6.6.4.8,51° 33' S.,180° W.
N3.2.1.2.6.6.7.5,59° s
N3.2.1.2.6.6.7.7,50th and 51st deg. of s
N3.2.1.2.6.6.10.9,61° 46' s
N3.2.1.2.6.6.10.15,65 deg. of s
N3.2.1.2.6.6.17.5,67° 12' S.
N3.2.1.2.6.6.22.3,66° 22' s
N3.2.1.2.6.6.25.4,59° 7' S.
N3.2.1.2.6.6.25.10,51° of S.
N3.2.1.2.6.6.25.18,40 and 50 degrees
N3.2.1.2.6.6.25.20,60 degrees
N3.2.1.2.6.6.29.3,47° 52' s
N3.2.1.2.6.6.35.4,62° 30' s
N3.2.1.2.6.6.35.10,67° 52' s
N3.2.1.2.6.6.37.7,71° 10' S.,106° W.
N3.2.1.2.6.6.41.6,50° 15' s
N3.2.1.2.6.6.43.5,36° 10' S.,94.5° W.
N3.2.1.2.6.6.43.15,40° S.,90° W.
N3.2.1.2.6.6.43.25,37° 50' S.,101° W.
N3.2.1.2.6.6.47.7,30 1/2 degrees
N3.2.1.2.6.6.53.4,27th degree of S.
N3.2.1.2.6.6.60.7.2.6,27° 04' S.,265° 42' E.
N3.2.1.2.6.9.6.4,17° s
N3.2.1.2.6.9.8.7,13° 13' s
N3.2.1.2.6.9.10.9,9° 55' S.,139° W.
N3.2.1.2.6.9.27.5,71 deg.
N3.2.1.2.6.9.27.7,9 1/2 deg. S.
N3.2.1.2.6.9.30.10,14° 28' S.,144° 56' W.
N3.2.1.2.6.9.30.66,16th and 17th degree of S.
N3.2.1.2.6.9.34.10,15° 36' S.,146° 30' W.
N3.2.1.2.6.12.7.13,16° 46' S.,154° 8' W.
N3.2.1.2.6.12.10.6,18° 4' S.,163° 10' W.
N3.2.1.2.6.12.11.30,19° 1' S.,169° 37' W.
N3.2.1.2.6.12.29.5,20° 17' S.,174° 32' W.
N3.2.1.2.6.12.31.9,10th to the 22d degree
N3.2.1.2.6.12.38.5,19° 48' S.,178° 2' W.
N3.2.1.2.6.12.40.6,20° S.,140°
N3.2.1.2.7.4.5.13,15° 6' S.,168° 24' E.
N3.2.1.2.7.4.5.19,15° 45' S.,168° 28' E.
N3.2.1.2.7.4.5.27,15° 20' S.,168° 3' E.
N3.2.1.2.7.4.8.8,16° 15' S.,168° 20' E.
N3.2.1.2.7.4.25.5,16° 28' S.,167° 56' E.
N3.2.1.2.7.4.33.11,16° 15' S.,168° 20' E.
N3.2.1.2.7.4.33.16,16° 25' S.,168° 30' E.
N3.2.1.2.7.4.33.23,16° 42' S.,168° 36' E.
N3.2.1.2.7.4.35.17,17° 4' S.,144° 30' W.
N3.2.1.2.7.4.39.18,17° 40' S.,168° 30' E.
N3.2.1.2.7.4.49.9,18° 48' S.,169° 20' E.
N3.2.1.2.7.5.54.5,19° 30' S.,169° 38' E.
N3.2.1.2.7.5.60.10,20° 3' S.,170° 5' E.
N3.2.1.2.7.5.62.10,15° 50' S.,167° 23' E.
N3.2.1.2.7.5.64.57,14° 55' S.,167° 14' E.
N3.2.1.2.7.5.64.61,14° 38' S.,166° 52' E.
N3.2.1.2.7.5.66.11,15° 35' S.,167° E.
N3.2.1.2.7.6.5.5,20° 30' S.,165° 2' E.
N3.2.1.2.7.6.15.5,20° 15' S.,164° 40' E.
N3.2.1.2.7.6.39.15,19° 37' S.,163° 40' E.
N3.2.1.2.7.6.41.9,22° 15' S.,167° 15' E.
N3.2.1.2.7.6.43.7,22° 40' S.,167° 40' E.
N3.2.1.2.7.6.43.17,22° 30' S.,166° 58' E.
N3.2.1.2.7.6.44.23,22° 28' S.,167° 16' E.
N3.2.1.2.7.6.45.23,10° S.,140°
N3.2.1.2.7.6.45.25,14° S.,140°
N3.2.1.2.7.6.45.31,30°,21°
N3.2.1.2.7.6.45.33,20° S.,140°
N3.2.1.2.7.6.49.4,26th and 27th degree of s,168° 16' E.
N3.2.1.2.7.6.49.46,29° 2' S.,168° 16' E.
N3.2.1.2.7.8.11.17,55° 30' S.,70° 28' W.
N3.2.1.2.7.8.25.14,55° 58' S.,67° 46' W.
N3.2.1.2.7.9.12.27,54° 46' S.,64° 30' W.
N3.2.1.2.7.9.13.13,54°
N3.2.1.2.7.9.13.15,58° s
N3.2.1.2.7.9.14.3,58° S.
N3.2.1.2.7.9.14.7,52° S.
N3.2.1.2.7.9.14.11,54° S.,38° 25' W.
N3.2.1.2.7.9.21.9,54° S.,38° 25' W.
N3.2.1.2.7.9.22.44,54° 15' S.,37° 15' W.
N3.2.1.2.7.9.23.7,54° 52' S.,35° 50' W.
N3.2.1.2.7.9.25.12,55° S.,34° 50' W.
N3.2.1.2.7.9.27.8,59 1/2° S.
N3.2.1.2.7.9.27.15,60° S.
N3.2.1.2.7.9.29.9,59° 30' S.,27° 30' W.
N3.2.1.2.7.9.29.17,58° 55' S.,27° W.
N3.2.1.2.7.9.30.12,57° 48' S.,26° 35' W.
N3.2.1.2.7.9.33.5,57° 10' S.,27° 6' W.
N3.2.1.2.7.9.34.7,58° S.
N3.2.1.2.7.9.35.4,58°
N3.2.1.2.7.9.35.6,57°
N3.2.1.2.7.9.35.32,54° S.,38° 25' W.
N3.2.1.2.7.9.36.4,35°
N3.2.1.2.7.9.36.6,36° S.
